"site_name","date","sample_id","sample_no","sample_less","sample","concentration","date_extracted","field_collection_month","filtration_time","latitude","longitude","depth_ft","water_temp_f","flow","tide","collected_by"
"Sasa Bay",2020-07-24,"SB 10 3","3","SB_3a","202007_SB_3a",19.25,"24/8/20",Jul 2020,5,13.4497,144.67385,40,85,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 4","4","SB_4a","202007_SB_4a",14,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 5","5","SB_5a","202007_SB_5a",9.93,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 6","6","SB_6a","202007_SB_6a",17.05,"24/8/20",Jul 2020,6,13.4499,144.6742167,39,85,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 7","7","SB_7a","202007_SB_7a",15.35,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 8","8","SB_8a","202007_SB_8a",14.99,"24/8/20",Jul 2020,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 9","9","SB_9a","202007_SB_9a",20.15,"24/8/20",Jul 2020,4,13.4500167,144.6740333,39,85,"Slow","High","MM, MD, JP"
"Sasa Bay",2020-07-24,"SB 10 10","10","SB_10a","202007_SB_10a",19.36,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS NA EB","EB","MS_EBa","202007_MS_EBa",0.03,"24/8/20",Jul 2020,NA,NA,NA,NA,NA,"","",""
"Middle Shoals",2020-07-24,"MS 10 EC","EC","MS_ECa","202007_MS_ECa",NA,"24/8/20",Jul 2020,0,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 1","1","MS_1a","202007_MS_1a",2.26,"24/8/20",Jul 2020,4,13.44905,144.6566,100,85,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 2","2","MS_2a","202007_MS_2a",7.93,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 3","3","MS_3a","202007_MS_3a",9.12,"24/8/20",Jul 2020,4,13.4489,144.6563167,100,85,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 4","4","MS_4a","202007_MS_4a",9.29,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 5","5","MS_5a","202007_MS_5a",5.59,"24/8/20",Jul 2020,3,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 6","6","MS_6a","202007_MS_6a",4.4,"24/8/20",Jul 2020,4,13.4489,144.6563167,100,85,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 7","7","MS_7a","202007_MS_7a",4.56,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 8","8","MS_8a","202007_MS_8a",2.86,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 9","9","MS_9a","202007_MS_9a",7.35,"24/8/20",Jul 2020,5,13.4488667,144.6533667,100,85,"Moderate","High","MM, MD, JP"
"Middle Shoals",2020-07-24,"MS 10 10","10","MS_10a","202007_MS_10a",6.11,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Moderate","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH NA EB","EB","IH_EBa","202007_IH_EBa",0.07,"24/8/20",Jul 2020,NA,NA,NA,NA,NA,"","",""
"Inner Harbor",2020-07-22,"IH 10 EC","EC","IH_ECa","202007_IH_ECa",0.03,"24/8/20",Jul 2020,1,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 1","1","IH_1a","202007_IH_1a",10.13,"24/8/20",Jul 2020,4,13.4314667,144.6742667,28,85.9,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 2","2","IH_2a","202007_IH_2a",13.21,"24/8/20",Jul 2020,7,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 3","3","IH_3a","202007_IH_3a",21.13,"24/8/20",Jul 2020,4,13.4315333,144.6743333,28,85.9,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 4","4","IH_4a","202007_IH_4a",10.26,"24/8/20",Jul 2020,10,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 5","5","IH_5a","202007_IH_5a",21.59,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 6","6","IH_6a","202007_IH_6a",12.02,"24/8/20",Jul 2020,7,13.43135,144.6742333,27,85.8,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 7","7","IH_7a","202007_IH_7a",20.05,"24/8/20",Jul 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 8","8","IH_8a","202007_IH_8a",17.91,"24/8/20",Jul 2020,17,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 9","9","IH_9a","202007_IH_9a",13.61,"24/8/20",Jul 2020,4,13.4313833,144.6743167,28,85.8,"Slow","High","MM, MD, JP"
"Inner Harbor",2020-07-22,"IH 10 10","10","IH_10a","202007_IH_10a",15.2,"24/8/20",Jul 2020,11,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH NA EB","EB","BH_EBa","202007_BH_EBa",0.05,"24/8/20",Jul 2020,NA,NA,NA,NA,NA,"","",""
"Blue Hole",2020-07-24,"BH 10 EC","EC","BH_ECa","202007_BH_ECa",0.03,"24/8/20",Jul 2020,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 1","1","BH_1a","202007_BH_1a",0.54,"24/8/20",Jul 2020,3,13.4358667,144.6263667,350,85.3,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 2","2","BH_2a","202007_BH_2a",4.21,"24/8/20",Jul 2020,8,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 3","3","BH_3a","202007_BH_3a",2.68,"24/8/20",Jul 2020,4,13.4356333,144.6264,384,85.1,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 4","4","BH_4a","202007_BH_4a",2.73,"24/8/20",Jul 2020,5,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 5","5","BH_5a","202007_BH_5a",2.05,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 6","6","BH_6a","202007_BH_6a",3.08,"24/8/20",Jul 2020,5,13.43535,144.6270167,333,85,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 7","7","BH_7a","202007_BH_7a",4.03,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 8","8","BH_8a","202007_BH_8a",2,"24/8/20",Jul 2020,3,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 9","9","BH_9a","202007_BH_9a",2.41,"24/8/20",Jul 2020,4,13.4354167,144.6277833,246,85,"Slow","High","MM, MD, JP"
"Blue Hole",2020-07-24,"BH 10 10","10","BH_10a","202007_BH_10a",1.9,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP NA EB","EB","OP_EBa","202007_OP_EBa",0.07,"24/8/20",Jul 2020,NA,NA,NA,NA,NA,"","",""
"Orote Point",2020-07-24,"OP 10 EC","EC","OP_ECa","202007_OP_ECa",0.01,"24/8/20",Jul 2020,0,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 1","1","OP_1a","202007_OP_1a",3.26,"24/8/20",Jul 2020,4,13.44875,144.62685,132,85,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 2","2","OP_2a","202007_OP_2a",3.16,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 3","3","OP_3a","202007_OP_3a",3.56,"24/8/20",Jul 2020,5,13.44885,144.6266667,119,85,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 4","4","OP_4a","202007_OP_4a",3.95,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 5","5","OP_5a","202007_OP_5a",2.15,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 6","6","OP_6a","202007_OP_6a",4.37,"24/8/20",Jul 2020,5,13.4486667,144.6263667,101,85,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 7","7","OP_7a","202007_OP_7a",16.9,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 8","8","OP_8a","202007_OP_8a",4.39,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 9","9","OP_9a","202007_OP_9a",3.47,"24/8/20",Jul 2020,5,13.4483667,144.627,95,85,"Slow","High","MM, MD, JP"
"Orote Point",2020-07-24,"OP 10 10","10","OP_10a","202007_OP_10a",2.42,"24/8/20",Jul 2020,4,NA,NA,NA,NA,"Slow","High","MM, MD, JP"
